Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
03/28/2019 01:00,03/28/2019 01:28,GBPCHF,Buy,0.72,1.30886,1.30997,-4.21,0,11.1,67.22,0.67,00:00:28:08,3.6,1m,0,0.09,11.1,71.484,0,0,100,100,0,0
03/27/2019 23:48,03/28/2019 00:56,GBPCHF,Buy,0.73,1.31487,1.30788,-4.29,4.6989,-69.9,-455.77,-4.34,00:01:07:48,0,0s,69.9,69.93,0,0,-69.9,-456.447,0,0,-69.9,-456.45
03/27/2019 23:48,03/27/2019 23:51,GBPCAD,Buy,0.58,1.77047,1.77415,-3.4,0,36.8,138.16,1.33,00:00:02:59,,,,,,,,,,,,
03/27/2019 23:48,03/27/2019 23:51,EURGBP,Sell,0.65,0.85175,0.85056,-3.25,0,11.9,87.69,0.85,00:00:02:35,,,,,,,,,,,,
03/26/2019 22:21,03/27/2019 03:21,EURNZD,Buy,0.67,1.63045,1.63109,-3.35,-7.72,6.4,15.22,0.15,00:05:00:01,100,5h 0m,17.8,0.05,21.3,87.543,0,0,100,30,-14.9,-61.24
03/27/2019 01:20,03/27/2019 01:46,USDJPY,Buy,0.42,110.494,110.56,-1.86,0,6.6,20.38,0.2,00:00:25:59,3.9,1m,0,0.15,6.6,22.242,0,0,100,100,0,0
03/26/2019 23:56,03/27/2019 00:54,EURUSD,Buy,0.73,1.12644,1.12724,-3.65,-8.23,8,39.93,0.39,00:00:58:52,1.7,1m,0,0.13,8,51.84,0,0,100,100,0,0
03/26/2019 22:59,03/26/2019 23:29,GBPAUD,Buy,0.6,1.84913,1.85063,-3.51,0,15,53.48,0.53,00:00:29:26,3.4,1m,0,0.07,15,57,0,0,100,100,0,0
03/26/2019 21:45,03/26/2019 22:00,GBPAUD,Sell,0.59,1.85177,1.85052,-3.46,0,12.5,43.26,0.43,00:00:14:59,6.7,1m,0,0.08,12.5,46.75,0,0,100,100,0,0
03/26/2019 01:11,03/26/2019 03:34,GBPUSD,Sell,0.63,1.32052,1.31984,-3.68,0,6.8,34.18,0.34,00:02:23:26,0.7,1m,0,0.15,6.8,37.876,0,0,100,100,0,0
03/25/2019 22:39,03/26/2019 02:42,EURNZD,Sell,0.66,1.63902,1.63672,-3.3,1.98,23,91.43,0.92,00:04:03:25,100,4h 3m,9.8,0.04,23.1,93.093,0,0,100,99.6,-0.1,-0.4
03/26/2019 01:11,03/26/2019 02:06,GBPCHF,Sell,0.71,1.31079,1.31055,-4.14,0,2.4,11.04,0.11,00:00:55:15,1.9,1m,0,0.42,2.4,15.192,0,0,100,100,0,0
03/25/2019 22:04,03/26/2019 00:47,GBPAUD,Sell,0.59,1.8555,1.85533,-3.44,-0.89,1.7,1.98,0.02,00:02:43:44,0.7,1m,0,0.59,1.7,6.307,0,0,100,100,0,0
03/25/2019 23:00,03/26/2019 00:20,USDCAD,Buy,0.61,1.34006,1.34061,-2.7,0.04,5.5,19.47,0.2,00:01:19:14,1.3,1m,0,0.18,5.5,22.11,0,0,100,100,0,0
03/25/2019 22:57,03/26/2019 00:13,EURGBP,Buy,0.63,0.85699,0.85766,-3.15,-3.82,6.7,42.25,0.43,00:01:16:16,1.4,1m,0,0.15,6.7,49.245,0,0,100,100,0,0
03/22/2019 22:43,03/25/2019 06:42,EURAUD,Sell,0.78,1.59574,1.5959,-3.9,1.47,-1.6,-10.25,-0.1,02:07:59:26,84.6,1d 23h ,35.5,1.89,12.3,60.147,-23.2,-113.448,34.6,60.8,-13.9,-67.97
03/25/2019 01:02,03/25/2019 02:53,GBPUSD,Sell,0.62,1.32154,1.3209,-3.63,0,6.4,31.5,0.32,00:01:51:10,1,1m,0,0.16,6.4,35.136,0,0,100,100,0,0
03/22/2019 00:28,03/22/2019 10:21,EURGBP,Buy,0.64,0.86666,0.86667,-3.2,0,0.1,-2.46,-0.02,00:09:52:36,29.7,2h 56m,17.1,5.7,3,22.2,-17.1,-126.54,14.9,85.6,-2.9,-21.46
03/21/2019 23:49,03/22/2019 03:24,EURAUD,Sell,0.78,1.59921,1.59887,-3.9,1.46,3.4,14.15,0.14,00:03:35:11,86.6,3h 6m,16.8,2.55,6.6,32.208,-16.8,-81.984,28.2,86.3,-3.2,-15.62
03/21/2019 23:50,03/22/2019 03:05,USDCHF,Buy,0.99,0.99208,0.99225,-4.35,5.7,1.7,16.27,0.17,00:03:15:02,92.9,3h 1m,2.2,0.79,2.8,24.584,-2.2,-19.316,56,78,-1.1,-9.66
03/21/2019 23:52,03/22/2019 02:54,EURUSD,Sell,0.71,1.13742,1.13745,-3.55,4.37,-0.3,-1.05,-0.01,00:03:02:38,0.6,1m,0.9,9,0.1,0.623,-0.9,-5.607,10,60,-0.4,-2.49
03/21/2019 22:52,03/22/2019 00:07,EURGBP,Buy,0.63,0.86746,0.86809,-3.15,-4.21,6.3,38.36,0.39,00:01:15:08,1.4,1m,0,0.16,6.3,45.738,0,0,100,100,0,0
03/21/2019 21:30,03/21/2019 21:38,GBPAUD,Sell,0.58,1.84143,1.83991,-3.34,0,15.2,51.83,0.53,00:00:07:31,12.5,56s,0,0.07,15.2,55.176,0,0,100,100,0,0
03/21/2019 01:00,03/21/2019 07:31,AUDCAD,Sell,0.82,0.94812,0.95033,-2.56,0,-22.1,-121.81,-1.43,00:06:31:11,0,0s,39.4,39.53,0,0,-39.4,-212.76,0,43.9,-22.1,-119.34
03/21/2019 01:00,03/21/2019 01:15,EURAUD,Buy,0.67,1.60204,1.60303,-3.35,0,9.9,38.03,0.45,00:00:15:10,6.7,1m,0,0.1,9.9,41.382,0,0,100,100,0,0
03/20/2019 22:29,03/21/2019 01:00,EURAUD,Sell,0.65,1.60377,1.6024,-3.25,3.77,13.7,56.09,0.67,00:02:30:26,0.7,1m,0,0.07,13.7,55.622,0,0,100,100,0,0
03/20/2019 22:37,03/21/2019 00:59,EURNZD,Sell,0.55,1.66016,1.65212,-2.75,6.57,80.4,271.48,3.33,00:02:21:46,0.8,1m,0,0.01,80.4,267.732,0,0,100,100,0,0
03/20/2019 21:30,03/21/2019 00:45,AUDNZD,Buy,0.55,1.03416,1.03504,-1.72,-7.66,8.8,19.76,0.24,00:03:14:08,5.7,11m,27.2,2.09,8.8,29.128,-18.4,-60.904,32.4,100,0,0
03/20/2019 23:11,03/21/2019 00:33,CHFJPY,Buy,0.42,111.618,111.615,-1.85,-1.6,-0.3,-4.45,-0.05,00:01:22:28,0,0s,0.3,0.3,0,0,-0.3,-0.999,0,0,-0.3,-1
03/19/2019 22:52,03/20/2019 16:09,EURNZD,Sell,0.55,1.65688,1.65692,-2.75,1.63,-0.4,-2.45,-0.03,00:17:17:09,25,4h 19m,55.9,6.26,7.7,25.641,-48.2,-160.506,13.8,85.5,-8.1,-26.97
03/19/2019 23:38,03/20/2019 16:07,USDCAD,Sell,0.5,1.33228,1.33241,-2.2,-2.25,-1.3,-8.75,-0.11,00:16:29:34,18.6,3h 4m,23.2,4.77,4.7,15.557,-22.4,-74.144,17.3,77.9,-6,-19.86
03/18/2019 20:45,03/19/2019 05:17,AUDNZD,Sell,0.55,1.0361,1.03608,-1.72,-1.86,0.2,-2.92,-0.04,00:08:31:57,3.2,16m,15.7,3.76,3.3,10.89,-12.4,-40.92,21,80.3,-3.1,-10.23
03/18/2019 23:42,03/19/2019 01:34,EURCAD,Buy,0.46,1.51209,1.5124,-2.3,-3.92,3.1,3.21,0.04,00:01:52:46,0.9,1m,0,0.32,3.1,9.424,0,0,100,100,0,0
03/15/2019 23:39,03/18/2019 00:44,GBPCHF,Buy,0.58,1.3308,1.33143,-3.4,1.48,6.3,30.27,0.37,02:01:04:30,7.7,3h 46m,10.9,0.37,17.2,87.892,6.3,32.193,157.8,0,-10.9,-55.7
03/15/2019 23:39,03/18/2019 00:05,EURCAD,Sell,0.45,1.51222,1.51016,-2.25,1.43,20.6,60.56,0.75,02:00:25:28,6.5,3h 8m,8.7,0.7,29.3,87.314,20.6,61.388,336.8,0,-8.7,-25.93
03/15/2019 23:01,03/18/2019 00:05,USDCAD,Sell,0.49,1.33524,1.33352,-2.16,-1.95,17.2,51.7,0.65,02:01:04:01,6.4,3h 8m,3.7,0.82,20.9,67.716,17.2,55.728,564.9,0,-3.7,-11.99
03/15/2019 01:21,03/15/2019 03:17,GBPUSD,Sell,0.5,1.32657,1.32483,-2.93,0,17.4,74.01,0.93,00:01:56:07,0.9,1m,0,0.06,17.4,76.908,0,0,100,100,0,0
03/15/2019 00:50,03/15/2019 01:38,GBPCHF,Sell,0.57,1.33078,1.33058,-3.34,0,2,6.7,0.08,00:00:48:06,2.1,1m,0,0.5,2,10.04,0,0,100,100,0,0
03/14/2019 21:32,03/15/2019 00:48,GBPAUD,Buy,0.47,1.87615,1.87474,-2.76,-4.14,-14.1,-48.32,-0.61,00:03:16:15,0,0s,47.8,47.85,0,0,-47.8,-140.532,0,70.5,-14.1,-41.45
03/13/2019 22:12,03/14/2019 03:12,EURNZD,Sell,0.57,1.65327,1.65224,-2.85,6.31,10.3,38.99,0.49,00:05:00:02,100,5h 0m,14.9,0.05,20.8,71.76,0,0,100,49.5,-10.5,-36.23
03/13/2019 23:39,03/14/2019 02:39,EURJPY,Sell,0.4,126.028,125.994,-2,-2,3.4,6.79,0.09,00:03:00:01,100,3h 0m,2.3,0.18,5.7,18.069,0,0,100,59.6,-2.3,-7.29
03/13/2019 23:30,03/14/2019 00:59,GBPCAD,Sell,0.46,1.77242,1.77155,-2.71,0.27,8.7,24.12,0.31,00:01:29:22,1.2,1m,0,0.12,8.7,26.535,0,0,100,100,0,0
03/13/2019 23:33,03/14/2019 00:15,AUDUSD,Sell,0.49,0.70977,0.70921,-1.53,-4.54,5.6,18.15,0.23,00:00:42:37,2.4,1m,0,0.18,5.6,24.248,0,0,100,100,0,0
03/13/2019 23:57,03/14/2019 00:14,USDJPY,Buy,0.32,111.115,111.22,-1.41,4.35,10.5,29.61,0.38,00:00:17:35,5.9,1m,0,0.1,10.5,26.67,0,0,100,100,0,0
03/13/2019 22:52,03/13/2019 23:37,USDJPY,Buy,0.36,111.098,111.18,-1.59,0,8.2,21.84,0.28,00:00:45:30,2.3,1m,0,0.12,8.2,23.452,0,0,100,100,0,0
03/13/2019 22:50,03/13/2019 23:32,EURGBP,Buy,0.55,0.85394,0.84797,-2.75,0,-59.7,-389.97,-4.75,00:00:42:30,0,0s,59.7,59.88,0,0,-59.7,-387.453,0,0,-59.7,-387.45
03/13/2019 23:09,03/13/2019 23:29,GBPCHF,Sell,0.62,1.33059,1.33763,-3.63,0,-70.4,-387.65,-4.51,00:00:19:48,0,0s,70.4,70.42,0,0,-70.4,-383.68,0,0,-70.4,-383.68
03/13/2019 22:45,03/13/2019 22:46,EURGBP,Sell,0.54,0.85675,0.85585,-2.7,0,9,54.09,0.63,00:00:00:24,,,,,,,,,,,,
03/13/2019 22:15,03/13/2019 22:39,EURAUD,Sell,0.68,1.598,1.5975,-3.4,0,5,17.88,0.21,00:00:24:28,4.2,1m,0,0.2,5,21.3,0,0,100,100,0,0
03/12/2019 23:29,03/13/2019 08:13,AUDCAD,Buy,0.84,0.94592,0.94315,-2.63,-1.89,-27.7,-158.81,-1.83,00:08:43:44,0,0s,39.4,39.53,0,0,-39.4,-219.458,0,29.7,-27.7,-154.29
03/12/2019 23:29,03/13/2019 05:29,EURCAD,Buy,0.49,1.50834,1.50851,-2.45,-4.16,1.7,-1.09,-0.01,00:06:00:06,50.9,3h 3m,10.7,4.28,2.5,8.125,-10.7,-34.775,18.9,93.9,-0.8,-2.6
03/12/2019 22:18,03/13/2019 01:32,EURAUD,Sell,0.69,1.59484,1.59485,-3.45,1.34,-0.1,-2.54,-0.03,00:03:13:26,1.6,3m,3.4,6.8,0.5,2.15,-3.4,-14.62,12.8,84.6,-0.6,-2.58
03/12/2019 22:45,03/12/2019 23:33,EURNZD,Sell,0.58,1.64581,1.64532,-2.9,0,4.9,14.37,0.17,00:00:48:19,2.1,1m,0,0.2,4.9,17.248,0,0,100,100,0,0
03/12/2019 01:15,03/12/2019 07:27,CHFJPY,Sell,0.42,110.224,110.224,-1.85,0,0,-1.85,-0.02,00:06:12:08,49,3h 2m,9.3,8.46,1.1,0,-9.3,0,10.6,89.4,-1.1,0
03/12/2019 01:54,03/12/2019 04:50,GBPUSD,Sell,0.53,1.32387,1.32119,-3.12,0,26.8,123.03,1.44,00:02:56:43,100,2h 56m,0.4,0.04,26.8,126.228,0,0,100,100,0,0
03/11/2019 22:00,03/12/2019 03:06,EURNZD,Sell,0.58,1.64702,1.64707,-2.9,2.04,-0.5,-2.62,-0.03,00:05:05:31,11.2,34m,18.8,1.54,7.4,26.048,-11.4,-40.128,39.4,58,-7.9,-27.81
03/12/2019 01:04,03/12/2019 02:41,EURCAD,Sell,0.47,1.50903,1.5076,-2.35,0,14.3,42.23,0.5,00:01:37:19,1.1,1m,0,0.07,14.3,44.616,0,0,100,100,0,0
03/12/2019 01:03,03/12/2019 01:36,GBPUSD,Sell,0.52,1.32442,1.3205,-3.06,0,39.2,177.9,2.13,00:00:32:59,3.1,1m,0,0.03,39.2,181.104,0,0,100,100,0,0
03/11/2019 23:27,03/12/2019 01:03,EURAUD,Buy,0.69,1.59065,1.59142,-3.45,-5.94,7.7,24,0.29,00:01:35:53,1.1,1m,0,0.13,7.7,33.418,0,0,100,100,0,0
03/12/2019 00:50,03/12/2019 01:03,GBPUSD,Sell,0.55,1.31659,1.32483,-3.22,0,-82.4,-405.78,-4.65,00:00:12:40,0,0s,82.4,82.64,0,0,-82.4,-402.936,0,0,-82.4,-402.94
03/11/2019 00:05,03/11/2019 03:35,EURGBP,Sell,0.54,0.86549,0.86545,-2.7,0,0.4,-0.2,0,00:03:30:01,8.6,18m,7.8,0.53,5.1,31.875,-2.7,-16.875,65.4,39.7,-4.7,-29.37
03/11/2019 00:05,03/11/2019 03:05,GBPUSD,Buy,0.54,1.29765,1.29834,-3.12,0,6.9,30.06,0.35,00:03:00:03,100,3h 0m,2.7,0.14,7.1,34.151,0,0,100,97.2,-0.2,-0.96
03/11/2019 00:06,03/11/2019 02:32,EURAUD,Sell,0.68,1.59675,1.59541,-3.4,0,13.4,53.71,0.62,00:02:25:58,0.7,1m,0,0.07,13.4,57.084,0,0,100,100,0,0
03/11/2019 01:28,03/11/2019 02:03,AUDCHF,Buy,0.62,0.70876,0.70964,-1.94,0,8.8,46.23,0.54,00:00:34:29,2.9,1m,0,0.11,8.8,48.136,0,0,100,100,0,0
03/08/2019 22:53,03/11/2019 01:02,AUDCAD,Buy,0.79,0.94419,0.94507,-2.48,-1.99,8.8,41.62,0.49,02:02:09:10,7.3,3h 39m,12,0.92,9.7,50.828,-8.9,-46.636,52.2,95.2,-0.9,-4.72
03/08/2019 22:50,03/11/2019 00:05,GBPCHF,Sell,0.36,1.31121,1.3086,-2.09,-2.76,26.1,78.09,0.92,02:01:14:15,6.4,3h 9m,24,0.52,50.1,159.318,26.1,82.998,208.8,0,-24,-76.32
03/08/2019 22:50,03/11/2019 00:05,GBPCHF,Sell,0.23,1.31121,1.30855,-1.33,-1.77,26.6,50.91,0.6,02:01:14:11,6.4,3h 9m,23.5,0.53,50.1,101.703,26.6,53.998,213.2,0,-23.5,-47.7
03/08/2019 23:52,03/11/2019 00:05,GBPUSD,Sell,0.52,1.30184,1.29781,-3.01,1.5276,40.3,185.07,2.25,02:00:12:14,6.5,3h 7m,15.4,0.72,55.7,257.891,40.3,186.589,361.7,0,-15.4,-71.3
03/07/2019 22:43,03/08/2019 00:22,AUDUSD,Buy,0.51,0.70093,0.70178,-1.6,-1.82,8.5,35.31,0.43,00:01:38:04,1.1,1m,0,0.12,8.5,38.76,0,0,100,100,0,0
03/07/2019 22:01,03/07/2019 23:38,EURCHF,Buy,0.82,1.13156,1.13235,-4.1,0,7.9,53.11,0.65,00:01:36:52,1.1,1m,0,0.13,7.9,57.196,0,0,100,100,0,0
03/07/2019 22:52,03/07/2019 23:27,USDCAD,Sell,0.49,1.34664,1.34538,-2.19,0,12.6,38.83,0.48,00:00:35:30,2.9,1m,0,0.08,12.6,41.076,0,0,100,100,0,0
03/06/2019 22:55,03/07/2019 09:46,GBPCAD,Sell,0.46,1.76968,1.7698,-2.68,0.82,-1.2,-5.5,-0.07,00:10:51:08,18.8,2h 2m,24.3,2.27,10.2,30.906,-23.2,-70.296,30.5,65.9,-11.4,-34.54
03/05/2019 23:42,03/06/2019 08:41,USDCAD,Sell,0.5,1.33541,1.33645,-2.21,-2.29,-10.4,-38.94,-0.48,00:08:58:51,0,0s,19.3,19.31,0,0,-19.3,-63.883,0,46.1,-10.4,-34.42
03/05/2019 22:04,03/05/2019 23:56,USDJPY,Buy,0.34,111.859,111.896,-1.5,0,3.7,8.44,0.1,00:01:52:34,0.9,1m,0,0.27,3.7,9.953,0,0,100,100,0,0
03/04/2019 19:45,03/05/2019 02:05,AUDNZD,Buy,0.55,1.03992,1.03965,-1.72,-1.46,-2.7,-12.12,-0.15,00:06:19:21,0,0s,18,18.02,0,0,-18,-59.58,0,85,-2.7,-8.94
03/04/2019 22:44,03/05/2019 00:59,USDCAD,Buy,0.5,1.33072,1.33102,-2.2,-0.03,3,7.71,0.09,00:02:15:23,98.6,2h 13m,2.2,0.27,5.2,17.212,-1.4,-4.634,78.8,66.7,-2.2,-7.28
03/04/2019 22:24,03/05/2019 00:47,EURGBP,Sell,0.52,0.86048,0.86038,-2.6,0.48,1,3.92,0.05,00:02:22:14,100,2h 22m,2.4,0.29,3.4,20.536,0,0,100,29.4,-2.4,-14.5
03/04/2019 21:27,03/04/2019 23:05,GBPAUD,Buy,0.48,1.8584,1.85872,-2.79,0,3.2,6.81,0.08,00:01:38:25,1.1,1m,0,0.31,3.2,9.6,0,0,100,100,0,0
03/04/2019 21:07,03/04/2019 21:54,EURNZD,Buy,0.55,1.66168,1.66204,-2.75,0,3.6,9.16,0.11,00:00:47:25,2.2,1m,0,0.28,3.6,11.916,0,0,100,100,0,0
03/01/2019 22:56,03/04/2019 14:02,GBPCAD,Sell,0.44,1.75639,1.75636,-2.56,0.29,0.3,-1.39,-0.02,02:15:05:14,3.2,2h 1m,64,42.74,1.5,4.395,-64,-187.52,2.3,98.2,-1.2,-3.52
03/04/2019 00:05,03/04/2019 02:43,AUDCAD,Sell,0.77,0.94289,0.941,-2.4,0,18.9,93.94,1.17,00:02:38:51,95,2h 30m,5.7,0.26,22,112.2,-5.7,-29.07,79.4,88.8,-3.1,-15.81
03/04/2019 01:00,03/04/2019 02:02,EURUSD,Sell,0.58,1.13797,1.13717,-2.9,0,8,37.9,0.47,00:01:01:33,1.7,1m,0,0.13,8,40.8,0,0,100,100,0,0
03/04/2019 00:05,03/04/2019 02:01,AUDUSD,Sell,0.5,0.71026,0.70953,-1.56,0,7.3,30.54,0.38,00:01:56:50,100,1h 56m,0,0.14,7.3,32.12,0,0,100,100,0,0
03/04/2019 00:05,03/04/2019 00:57,GBPUSD,Sell,0.5,1.32417,1.32323,-2.91,0,9.4,38.4,0.48,00:00:52:35,2,1m,0,0.11,9.4,41.266,0,0,100,100,0,0
03/01/2019 22:00,03/01/2019 22:50,GBPCHF,Buy,0.57,1.31836,1.31841,-3.31,0,0.5,-0.8,-0.01,00:00:50:17,,,,,,,,,,,,
03/01/2019 22:10,03/01/2019 22:48,GBPAUD,Buy,0.47,1.86328,1.8638,-2.73,0,5.2,12.49,0.16,00:00:38:02,,,,,,,,,,,,
03/01/2019 20:30,03/01/2019 21:02,GBPAUD,Buy,0.47,1.86505,1.86578,-2.73,0,7.3,18.64,0.24,00:00:32:51,3.2,1m,0,1,0,0,0,0,0,0,7.3,21.39
03/01/2019 00:15,03/01/2019 02:27,AUDCAD,Sell,0.75,0.93461,0.93428,-2.34,0,3.3,14.2,0.18,00:02:11:11,100,2h 11m,2.5,0.17,5.8,29.058,0,0,100,56.9,-2.5,-12.52
02/28/2019 23:58,03/01/2019 00:45,EURCAD,Sell,0.44,1.49787,1.49776,-2.2,1.47,1.1,2.5,0.03,00:00:46:08,2.2,1m,0,0.91,1.1,3.234,0,0,100,100,0,0
02/28/2019 23:39,03/01/2019 00:25,EURAUD,Buy,0.62,1.60259,1.60273,-3.1,-5.3,1.4,-2.98,-0.04,00:00:45:55,2.2,1m,0,0.71,1.4,5.418,0,0,100,100,0,0
02/28/2019 22:00,02/28/2019 23:53,CADCHF,Sell,0.66,0.75925,0.75796,-2.21,0,12.9,72.82,0.93,00:01:53:00,100,1h 53m,6.3,0.05,19.2,111.744,0,0,100,67.2,-6.3,-36.67
02/28/2019 23:01,02/28/2019 23:18,USDCAD,Sell,0.47,1.31646,1.31612,-2.07,0,3.4,8.61,0.11,00:00:16:17,5.9,57s,0,0.29,3.4,10.676,0,0,100,100,0,0
02/28/2019 21:14,02/28/2019 22:07,GBPAUD,Sell,0.46,1.87104,1.86949,-2.68,0,15.5,41.78,0.54,00:00:53:00,1.9,1m,0,0.06,15.5,44.485,0,0,100,100,0,0
02/26/2019 22:12,02/27/2019 00:42,USDCAD,Buy,0.47,1.31645,1.31678,-2.06,0,3.3,8.28,0.11,00:02:30:15,100,2h 30m,8.9,0.1,10,31.3,0,0,100,33,-6.7,-20.97
02/26/2019 00:03,02/26/2019 12:43,EURGBP,Buy,0.55,0.86624,0.86027,-2.75,0,-59.7,-384.43,-4.72,00:12:40:21,0,0s,60.5,60.61,0,0,-60.5,-386.595,0,1.3,-59.7,-381.48
02/26/2019 00:02,02/26/2019 12:20,GBPUSD,Sell,0.54,1.31175,1.31978,-3.12,0,-80.3,-384.66,-4.51,00:12:17:52,0,0s,89.1,89.29,0,0,-89.1,-423.225,0,9.9,-80.3,-381.43
02/25/2019 22:07,02/26/2019 01:00,EURAUD,Sell,0.67,1.58376,1.58414,-3.35,2.11,-3.8,-17.31,-0.2,00:02:52:53,2.4,4m,13.5,3.09,3.3,13.959,-10.2,-43.146,24.4,47.4,-7.1,-30.03
02/26/2019 00:02,02/26/2019 00:51,USDJPY,Buy,0.35,111.046,111.054,-1.54,0,0.8,0.68,0.01,00:00:49:18,2,59s,0,1.25,0.8,2.224,0,0,100,100,0,0
02/25/2019 22:11,02/25/2019 23:58,GBPAUD,Sell,0.5,1.82671,1.82664,-2.88,0,0.7,-0.67,-0.01,00:01:47:00,1,1m,0,1.43,0.7,2.212,0,0,100,100,0,0
02/25/2019 22:56,02/25/2019 23:43,USDJPY,Buy,0.35,111.039,111.06,-1.54,0,2.1,4.29,0.05,00:00:47:22,2.2,1m,0,0.48,2.1,5.838,0,0,100,100,0,0
02/25/2019 19:32,02/25/2019 23:31,AUDNZD,Sell,0.57,1.04217,1.04134,-1.8,0,8.3,26.87,0.32,00:03:58:43,98.4,3h 54m,4.4,0.16,9.9,34.155,-1.6,-5.52,86.1,86.1,-1.6,-5.52
02/25/2019 21:59,02/25/2019 23:28,EURNZD,Sell,0.57,1.65073,1.65006,-2.85,0,6.7,20.29,0.24,00:01:28:38,1.2,1m,0,0.15,6.7,23.115,0,0,100,100,0,0
02/22/2019 19:12,02/25/2019 07:03,AUDNZD,Buy,0.56,1.04284,1.04121,-1.76,-1.79,-16.3,-58.81,-0.69,02:11:50:41,0,0s,36.4,36.5,0,0,-36.4,-123.396,0,55.2,-16.3,-55.26
02/25/2019 00:55,02/25/2019 03:55,GBPUSD,Sell,0.54,1.30756,1.30677,-3.11,0,7.9,34.5,0.41,00:03:00:01,100,3h 0m,3.9,0.11,9.5,45.22,0,0,100,83.2,-1.6,-7.62
02/25/2019 00:12,02/25/2019 00:32,EURAUD,Buy,0.66,1.5871,1.5894,-3.3,0,23,92.21,1.09,00:00:19:38,5.3,1m,0,0.04,23,95.45,0,0,100,100,0,0
02/22/2019 22:38,02/25/2019 00:05,USDJPY,Buy,0.35,110.657,110.651,-1.54,1.45,-0.6,-1.76,-0.02,02:01:27:02,4.2,2h 4m,6.3,0.11,5.7,15.846,-0.6,-1.668,90.5,0,-6.3,-17.51
02/22/2019 21:36,02/22/2019 22:28,USDJPY,Buy,0.34,110.638,110.692,-1.5,0,5.4,13.14,0.16,00:00:52:21,,,,,,,,,,,,
02/22/2019 21:45,02/22/2019 22:04,EURAUD,Sell,0.66,1.58964,1.58892,-3.3,0,7.2,26.61,0.32,00:00:19:41,,,,,,,,,,,,
02/22/2019 21:36,02/22/2019 21:42,EURAUD,Sell,0.66,1.58965,1.58827,-3.3,0,13.8,54.05,0.65,00:00:06:04,,,,,,,,,,,,
02/21/2019 21:47,02/22/2019 00:44,USDJPY,Buy,0.34,110.698,110.699,-1.5,1.52,0.1,0.29,0,00:02:56:55,2.3,4m,8.1,6.37,1.1,2.97,-7,-18.9,13.6,87.7,-1,-2.7
02/21/2019 23:29,02/21/2019 23:59,AUDCHF,Sell,0.6,0.71053,0.70999,-1.88,0,5.4,26.67,0.32,00:00:29:46,3.4,1m,0,0.19,5.4,28.566,0,0,100,100,0,0
02/20/2019 19:09,02/21/2019 07:27,AUDNZD,Sell,0.55,1.04404,1.04391,-1.74,-2.69,1.3,-0.12,0,00:12:17:39,16.9,2h 4m,49,1.36,33.4,110.888,-45.5,-151.06,42.3,59.3,-32.1,-106.57
02/20/2019 23:07,02/21/2019 05:42,GBPUSD,Buy,0.53,1.30469,1.30499,-3.05,-12.9,3,-1.94,-0.02,00:06:35:16,37,2h 26m,20.6,6.2,3,14.01,-18.6,-86.862,13.9,100,0,0
02/20/2019 22:56,02/21/2019 01:33,USDCAD,Sell,0.5,1.31749,1.31746,-2.2,-1.94,0.3,-3.13,-0.04,00:02:37:14,81.6,2h 8m,2,1.07,1.4,4.718,-1.5,-5.055,48.3,62.1,-1.1,-3.71
02/20/2019 21:15,02/20/2019 21:21,EURAUD,Buy,0.65,1.58222,1.58355,-3.25,0,13.3,51.34,0.62,00:00:06:36,16.7,1m,0,0.08,13.3,54.53,0,0,100,100,0,0
02/19/2019 23:05,02/19/2019 23:58,USDJPY,Buy,0.34,110.563,110.603,-1.5,0,4,9.35,0.11,00:00:52:54,1.9,1m,0,0.25,4,10.84,0,0,100,100,0,0
02/19/2019 21:43,02/19/2019 23:52,EURGBP,Buy,0.53,0.86774,0.8683,-2.65,0,5.6,31.53,0.38,00:02:09:04,100,2h 9m,4.6,0.17,5.9,35.99,0,0,100,94.9,-0.3,-1.83
02/18/2019 22:59,02/18/2019 23:05,GBPCAD,Sell,0.46,1.71192,1.7109,-2.63,0,10.2,28.7,0.35,00:00:06:17,16.7,1m,0,0.1,10.2,31.314,0,0,100,100,0,0
02/18/2019 00:05,02/18/2019 09:54,GBPUSD,Sell,0.51,1.29026,1.29022,-2.92,0,0.4,-1.12,-0.01,00:09:49:41,0.6,3m,17.4,43.1,0.4,1.8,-17.2,-77.4,2.3,100,0,0
02/15/2019 20:35,02/18/2019 02:40,AUDNZD,Sell,0.54,1.04018,1.03916,-1.71,-0.89,10.2,30.92,0.38,02:06:05:25,94.2,2d 2h ,13.3,0.97,11.4,37.506,-11.1,-36.519,50.7,94.7,-1.2,-3.95
02/18/2019 00:05,02/18/2019 02:01,EURGBP,Buy,0.53,0.87516,0.87543,-2.65,0,2.7,13.7,0.17,00:01:56:28,100,1h 56m,0.4,0.37,2.7,16.362,0,0,100,100,0,0
02/15/2019 22:29,02/15/2019 23:32,USDJPY,Buy,0.33,110.409,110.43,-1.46,0,2.1,4.09,0.05,00:01:02:47,,,,,,,,,,,,
